ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00300A,"""MARTINO MARTINI"" MEZZOLOMBARDO",TNPS00301R,"""MARTINO MARTINI"" - MEZZOLOMBARDO","VIA PERLASCA, 4",38017,F187,MEZZOLOMBARDO,NORMALE,LICEO SCIENTIFICO,NO,Non Disponibile,segr.martini.mezzolombardo@scuole.provincia.tn.it,Non Disponibile,www.martinomartini.eu
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC83400T,"""VAL RENDENA""",TNIC83400T,"""VAL RENDENA""","VIALE DELLA PACE, 10",38086,G681,PINZOLO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.valrendena@scuole.provincia.tn.it,ic.valrendena@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC825003,"""LAVIS""",TNEE825037,TERRE D'ADIGE - ZAMBANA,"PIAZZA SS.FILIPPO E GIACOMO, 1",38010,M407,TERRE D'ADIGE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iclavis.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83800D,ISC FISCHNALER VIPITENO II,TBEE83803N,RACINES DI DENTRO/INNERRATSCH.,Non Disponibile,39040,H152,RACINES * RATSCHINGS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC812001,"""BORGO VALSUGANA""",TNEE812024,GRIGNO,"VIA C.BATTISTI, 23",38055,E178,GRIGNO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icborgovalsugana.edu.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC83400T,"""VAL RENDENA""",TNMM83402X,"SPIAZZO""BASCHENIS DE AVERARIA""","VIA SAN VIGILIO, 31",38088,I899,SPIAZZO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,icvalrendena.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNSD02000X,"LICEO ARTI ""VITTORIA BONPORTI DEPERO""",TNSD02000X,"LICEO ARTI ""VITTORIA BONPORTI DEPERO""","VIA ZAMBRA, 3",38121,L378,TRENTO,SCUOLA ANNESSA,ISTITUTO D'ARTE,SI,Non Disponibile,info@istitutodellearti.tn.it,vittoria@pec.provincia.tn.it,www.istitutodellearti.tn.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83300A,RIO DI PUSTERIA/MUEHLBACH,TBEE83303E,SPINGA/SPINGES,Non Disponibile,39037,H299,RIO DI PUSTERIA * MUEHLBACH,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82200X,ULTIMO - ULTEN,TBEE822045,SANTA GELTRUDE/ST.GERTRAUD,Non Disponibile,39010,L490,ULTIMO * ULTEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84200R,"""RIVA 2""",TNEE842031,"RIVA - VARONE ""FEDRIGONI""","PIAZZA DELLA CHIESA, 12",38060,H330,RIVA DEL GARDA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,httpwwwriva2.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81700R,BOLZANO I - CENTRO STORICO,IBEE81702X,CHINI E.F.,"VIA DOLOMITI,12",39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE030001,ORA/AUER,TBEE030056,ANTERIVO/ALTREI,Non Disponibile,39040,A306,ANTERIVO * ALTREI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC834006,TSCHOEGGLBERG,TBEE83403A,VALAS/FLAAS,Non Disponibile,39050,H858,SAN GENESIO ATESINO * JENESIEN,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC812009,CARDANO/KARDAUN,TBEE81206L,AICA DI FIE'/VOELSERAICHA,Non Disponibile,39050,D571,FIE' ALLO SCILIAR * VOELS AM S,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81100T,BOLZANO VI - VIA ROVIGO,IBIC81100T,BOLZANO VI - VIA ROVIGO,VIA ROVIGO 50,39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ic.bolzano6@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC843001,LEO SANTIFALLER,TBEE843024,SANT'OSVALDO/SANKT OSWALD,Non Disponibile,39040,C254,CASTELROTTO * KASTELRUTH,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80400P,BOLZANO - EUROPA 1,IBEE80402T,SAN FILIPPO NERI,"VIA PALERMO,87",39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP016000,Ottavio Jacquement,AO1E016070,primaria di Emarese,"Loc. Heresaz,1",11020,D402,EMARE'SE,Non Disponibile,SCUOLA PRIMARIA,NO,Non Disponibile,is-ojacquemet@regione.vda.it,Non Disponibile,www.ottaviojacquemet.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNPM01000X,"""ANTONIO ROSMINI"" - TRENTO",TNCT70500P,EDUCAZIONE ADULTI I CICLO TRENTO,"VIA B. MALFATTI, 2",38122,L378,TRENTO,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC840005,"""ARCO""",TNEE840039,"ARCO ""GIOVANNI SEGANTINI""","VIA NAS, 28",38062,A372,ARCO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icarco.gov.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80800N,SAN VALENTINO - SANKT VALENTIN,TBEE80801Q,CURON VENOSTA/GRAUN,Non Disponibile,39020,D222,CURON VENOSTA * GRAUN IM VINSC,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP014000,Abbé J.M.Trèves,AO1E014050,primaria  Valtournenche Capoluogo,"Loc. Capoluogo, 10",11028,L654,VALTOURNENCHE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-ajmtreves@regione.vda.it,Non Disponibile,www.abbetreves.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82800E,"""FONDO-REVO'""",TNMM82803N,BORGO D'ANAUNIA - FONDO,VIA GARIBALDI 24,38013,M429,BORGO D'ANAUNIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icfondorevo.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE014003,CHIUSA I/KLAUSEN I,TBEE01408B,NOVALE DI LAION/LAYENRIED,Non Disponibile,39040,E420,LAION * LAJEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82800E,"""FONDO-REVO'""",TNEE82804Q,BORGO D'ANAUNIA - FONDO,"PIAZZA A.STEFENELLI, 2",38013,M429,BORGO D'ANAUNIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icfondorevo.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP006000,Valdigne Mont Blanc,AO1A006030,infanzia  Pré-St-Didier,"Allée Ancien Casinò, 1",11010,H042,PRE'-SAINT-DIDIER,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-valdigne@regione.vda.it,Non Disponibile,www.isvmb.edu.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85000Q,"""LADINO DI FASSA""",TNEE85001T,"CANAZEI ""GIOVANNI RIZZI""","VIA MAGOA, 15",38032,B579,CANAZEI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.scuoladifassa.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP004000,Emile Lexert,AO1E004010,primaria Ettore Ramires,"Via Chavanne, 23K",11100,A326,AOSTA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-elexert@regione.vda.it,Non Disponibile,www.elexert.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00700N,"""LORENZO GUETTI"" - TIONE DI TRENTO",TNIS00700N,"""LORENZO GUETTI"" - TIONE DI TRENTO","VIA DURONE, 53",38079,L174,TIONE DI TRENTO,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,segr.guetti@scuole.provincia.tn.it,guetti@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84900G,"""MORI""",TNIC84900G,"""MORI""","VIA GIOVANNI XXIII, 64",38065,F728,MORI,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.mori@scuole.provincia.tn.it,ic.mori@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82300B,"""MEZZOCORONA""",TNEE82301D,S.MICHELE A/A - GRUMO,"VIA G.MARCONI, 65",38010,I042,SAN MICHELE ALL'ADIGE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icmezzocorona.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC835002,ADALBERT STIFTER,TBMM835013,ADALBERT STIFTER,VIA        ARMANDO DIAZ        38,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,LBIC803006,I.C. D.L. L. SAN VIGILIO MAREBB,LBEE80306D,ANTERMOIA / UNTERMOI,PICCOLINO,39030,H988,SAN MARTINO IN BADIA * ST. MAR,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC814009,BRESSANONE,IBEE81404E,"""COLLODI"" - FORTEZZA","P.ZZA MUNICIPIO,1",39042,D731,FORTEZZA * FRANZENSFESTE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP018000,ELIO REINOTTI,AO1A018030,infanzia Gressoney La Trinité,"Loc. Tache, 28",11020,E167,GRESSONEY-LA-TRINITE',NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-ereinotti@regione.vda.it,Non Disponibile,www.elioreinotti
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP003000,Luigi Einaudi,AO1A003020,infanzia  Porossan,"Fr. Porossan Loc. La Capelle, 117",11100,A326,AOSTA,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-leinaudi@regione.vda.it,Non Disponibile,www.einaudi.scuole.vda.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP017000,Mont Rose A,AO1E017020,primaria Donnas,"P.zza XXV Aprile, 2",11020,D338,DONNAS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-mrosea@regione.vda.it,Non Disponibile,www.montrosea.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC809005,"""CAVALESE""",TNEE809017,CAPRIANA,"PIAZZA DELLE SCUOLE, 1",38030,B697,CAPRIANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccavalese.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP016000,Ottavio Jacquemet,AO1E016020,primaria  Champdepraz,"Località Fabbrica, 181",11020,C596,CHAMPDEPRAZ,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-ojacquemet@regione.vda.it,Non Disponibile,www.ottaviojacquemet.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNTD100001,"""CARLO ANTONIO PILATI"" - CLES",TNCT709002,EDUCAZIONE ADULTI I CICLO CLES,VIA IV NOVEMBRE 35,38023,C794,CLES,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC809005,"""CAVALESE""",TNEE80905B,CAVALESE,"LARGO LEONE BOSIN, 2",38033,C372,CAVALESE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccavalese.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84400C,"""VALLE DEI LAGHI-DRO""",TNEE84402G,VALLELAGHI - TERLAGO,"VIA ALCIDE DEGASPERI, 5",38070,M362,VALLELAGHI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icvalledeilaghi.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81900Q,"""TRENTO 1""",TNEE81902V,"TRENTO - VILLAZZANO ""G.TOMASI""","SALITA DEI MOLINI, 3",38050,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ictrento1.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIS022004,ISTITUTO D'ISTR. SEC. 2 GRADO DI MALLES,TBIS022004,ISTITUTO D'ISTR. SEC. 2 GRADO DI MALLES,STRADA STATALE 9,39024,E862,MALLES VENOSTA * MALS,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,os-osz.mals@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80500E,DON MILANI,IBIC80500E,DON MILANI,VIA        JOSEF FERRARI       16,39031,B220,BRUNICO * BRUNECK,NORMALE,ISTITUTO COMPRENSIVO,NO,IBPC03000N,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81700R,BOLZANO I - CENTRO STORICO,IBIC81700R,BOLZANO I - CENTRO STORICO,VIA CASSA DI RISPARMIO  24,39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ic.bolzano1@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81000N,MICHAEL PACHER,TBEE81003T,ALBES/ALBEINS,Non Disponibile,39042,B160,BRESSANONE * BRIXEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS009009,"""DON LORENZO MILANI"" ROVERETO",TNIS009009,"""DON LORENZO MILANI"" ROVERETO",VIA BALISTA,38068,H612,ROVERETO,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,segr.donmilani@scuole.provincia.tn.it,donmilani@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC837009,"""GIUDICARIE ESTERIORI""",TNIC837009,"""GIUDICARIE ESTERIORI""","VIA SAN GIOVANNI BOSCO, 14",38077,M314,COMANO TERME,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.pontearche@scuole.provincia.tn.it,ic.giudicarieesteriori@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82800V,DR. JOSEF ROED,TBEE828011,GAIS/GAIS,Non Disponibile,39030,D860,GAIS * GAIS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC841009,UNTERMAIS/MAIA BASSA,TBIC841009,UNTERMAIS/MAIA BASSA,VIA MATTEOTTI 42,39012,F132,MERANO * MERAN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.meranuntermais@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80900D,SAN CANDIDO - INNICHEN,TBIC80900D,SAN CANDIDO - INNICHEN,VIA        FREISING            13,39038,H786,SAN CANDIDO * INNICHEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.innichen@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC818008,"SARNTHEIN - ""KLARA POELT""",TBEE81808N,RIOBIANCO/WEISSENBACH,Non Disponibile,39058,I431,SARENTINO * SARNTAL,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80200P,FRANZ POEDER,TBEE80204X,"RABLAND ""JOSEPH LADURNER""",Non Disponibile,39020,G328,PARCINES * PARTSCHINS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE00200R,BOLZANO I/BOZEN I,TBEE002041,"RENCIO/RENTSCH ""K.F.WOLFF""",VIA RENCIO RENTSCHERSTRASSE 49,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85000Q,"""LADINO DI FASSA""",TNEE850063,SAN GIOVANNI DI FASSA - VIGO,"PZ. GIOVANNI BATTISTA MASSAR, 14",38036,M390,SAN GIOVANNI DI FASSA - SEN JA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.scuoladifassa.com
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOPS02000L,"Istituzione scolastica di istruzione liceale, tecnica e professionale",AOTF010004,"Istituzione scolastica di istruzione liceale, tecnica e professionale - professionale settore servizi e industria e artigianato (servizi socio sanitari)","Piazza Enrico Brambilla, 1",11029,C282,VERRE'S,NORMALE,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,is-iltpverres@regione.vda.it,Non Disponibile,www.isiltp.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE00800Q,GSP BRUNECK / CSP PRIMARIA BRUNICO,TBEE008051,"SANKT GEORGEN ""H.PFALZER""",Non Disponibile,39031,B220,BRUNICO * BRUNECK,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC810009,"""PRIMIERO""",TNMM81002B,"PRIMIERO SMC - FIERA ""NEGRELLI""","VIA SCOPOLI, 1",38054,M359,PRIMIERO SAN MARTINO DI CASTRO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.scuoleprimiero.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE042007,VARNA/VAHRN,TBEE04207E,NAZ/NATZ,Non Disponibile,39040,F856,NAZ-SCIAVES * NATZ-SCHABS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82400G,JOHANN JAKOB STAFFLER,TBEE82404R,PLAN/PFELDERS,Non Disponibile,39013,F766,MOSO IN PASSIRIA * MOOS IN PAS,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81500R,VALDAORA - OLANG,TBEE815064,RASUN DI SOTTO/NIEDERRASEN,Non Disponibile,39030,H189,RASUN-ANTERSELVA * RASEN-ANTHO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC824007,"""MEZZOLOMBARDO-PAGANELLA""",TNEE824019,"MEZZOLOMBARDO ""C. DARWIN""","VIA F.FILOS, 3",38017,F187,MEZZOLOMBARDO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icmezzolombardopaganella.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE042007,VARNA/VAHRN,TBEE042029,NOVACELLA/NEUSTIFT,Non Disponibile,39040,L687,VARNA * VAHRN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,LBIC80200A,I.C.D.LOC. LADINE - BADIA,LBEE80202D,LA VILLA / STERN,LA VILLA,39030,A537,BADIA * ABTEI,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85800A,"""TRENTO 6""",TNEE85803E,"TRENTO VELA ""SAN VIGILIO""","VIA SS.COSMA E DAMIANO, 3",38100,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivotrento6.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP018000,ELIO REINOTTI,AO1A018060,infanzia Perloz,"Loc Capoluogo, 2",11020,G459,PERLOZ,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-ereinotti@regione.vda.it,Non Disponibile,www.walsermontroseb.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82200G,"""CEMBRA""",TNEE822081,"SOVER ""PIO SARTORI""","P.ZZA S. LORENZO, 10",38048,I871,SOVER,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccembra.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,LBIC80200A,I.C.D.LOC. LADINE - BADIA,LBEE80205L,LA VALLE / WENGEN,PEDEROA,39030,E491,LA VALLE * WENGEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP010000,Mont Emilius 1,AO1A010030,infanzia St-Marcel,"Loc. Sinsein, 58",11020,H671,SAINT-MARCEL,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-memilius1@regione.vda.it,Non Disponibile,www.montemilius1.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81000N,MICHAEL PACHER,TBEE81001Q,MILLAN/MILLAND,"VIA MARIA-MONTESSORI, 6",39042,B160,BRESSANONE * BRIXEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC842005,MERAN/OBERMAIS MERANO/MAIA ALTA,TBEE842028,SCENA/SCHENNA,Non Disponibile,39017,I519,SCENA * SCHENNA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBMM05400C,SALORNO-SALURN,TBMM05400C,SALORNO-SALURN,VIA ALDO MORO3,39040,H719,SALORNO * SALURN,NORMALE,SCUOLA PRIMO GRADO,SI,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81900C,LAIVES,IBEE81902G,LAIVES PINETA,Non Disponibile,39055,E421,LAIVES * LEIFERS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AORR03000A,CRIA Centro Regionale Istruzione Adulti,AORR03000A,CRIA Centro Regionale Istruzione Adulti,"Via Chambéry, 105",11000,A326,AOSTA,Non Disponibile,CRIA Centro Regionale Istruzione Adulti,ND,Non Disponibile,isit-manzetti@mail.scuole.vda.it,Non Disponibile,https://imanzetti.scuole.vda.it/index.php/cria-vda
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85200B,"""TRENTO 5""",TNEE85202E,"TRENTO ""FRANCESCO CRISPI""","VIA S.GIOVANNI BOSCO, 4",38100,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutotrento5.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP007000,Maria Ida Viglino,AO1A007030,infanzia Cogne,"Via Bourgeois, 29",11012,C821,COGNE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-miviglino@regione.vda.it,Non Disponibile,www.isviglino.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC841001,"""RIVA 1""",TNEE841057,RIVA - SANT'ALESSANDRO,"LOC. SANT'ALESSANDRO, 11",38066,H330,RIVA DEL GARDA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.riva1.it
